Date,open,high,low,close,Volume,RSI,MACD,OnBalanceVolume,silver_mean,sp500_mean,vix_mean,gold_mean
23-01-2021,32952.8,33449.95,31393.04,32076.2,51576668.62,47.44130588,1206.596028,818980059.8,,,,
24-01-2021,32075.3,33069.35,30915.45,32259.875,41391792.66,47.94157397,945.8193478,860371852.5,25.4145,,,1856.19
25-01-2021,32259.7125,34860.9,31799.3,32263.2,62503156.34,47.95205699,730.9938084,904543209.3,25.35,3853.525,22.75,1852.595
26-01-2021,32255.5975,32919.22,30830.3925,32476.8925,71314336.41,48.61166226,571.399482,975857545.7,25.336,3856.295,23.465,1846.8
27-01-2021,32474.6525,32550.2725,29250.73,30355.2375,79433088.17,42.81039176,270.6006851,896424457.5,25.826,3793.805,30.515,1842.095
28-01-2021,30359.2475,33770.095,29845.525,33362.515,67133856.82,51.62299812,271.7451242,963558314.4,26.7225,3771.57,31.73,1845.12
29-01-2021,33362.595,38533.575,31922.65,34237.95,186465532.1,53.85235091,339.3802247,1150023846,,3746.15,34.125,
30-01-2021,34236.67,34921.7,32823.25,34271.57,63250480.24,53.94010784,391.1850444,1213274327,,,,
31-01-2021,34272.1225,34339.8225,32148.1175,33100.895,45464508.87,50.34860458,333.9277375,1167809818,28.6325,,,1857.085
01/02/21,33100.8425,34703.4675,32298.79,33526.0925,69298309.5,51.60890282,319.1814686,1237108127,27.656,3752.52,30.845,1847.99
02/02/21,33524.0225,35981.9325,33417.95,35479.91,58120399.8,57.00888097,459.8508139,1295228527,26.813,3809.08,26.785,1835.165
03/02/21,35480.7775,37656.6575,35376.645,37622.0675,59115443.25,62.01390484,735.7057332,1354343970,26.6085,3835.225,23.75,1813.385
04/02/21,37619.365,38707.5675,36163.9375,36947.665,77736165.73,59.6590918,889.6487813,1276607805,26.565,3854.205,22.605,1803.985
05/02/21,36941.6125,38311.28,36577.1,38298.76,50555887.7,62.71376725,1107.900642,1327163692,,3882.57,21.43,
06/02/21,38298.53,40956.7275,38224.735,39197.235,97129593.02,64.63172921,1337.943261,1424293285,,,,
