Date,open,high,low,close,Volume,RSI,MACD,OnBalanceVolume,silver_mean,sp500_mean,vix_mean,gold_mean
24-07-2021,33639.85375,34496.66875,33404.0925,34258.34,74196149.42,54.36004928,-588.0750086,-1699337126,,,,
25-07-2021,34258.7775,35404.125,33853.71375,35392.2025,80917408.96,58.36221219,-320.3871211,-1618419717,25.179,,,1799.855
26-07-2021,35390.5525,40559.5125,35215.7275,37243.60875,311175261.4,63.9248457,40.68151853,-1307244455,24.932,4415.945,18.13,1798.34
27-07-2021,37240.52125,39547.99125,36362.71125,39463.25375,124434461.5,69.23196976,500.1721449,-1182809994,24.8245,4408.925,18.985,1803.505
28-07-2021,39462.23,40895.77875,38766.16,40014.275,221603005.2,70.39626515,898.428067,-961206988.7,25.2385,4401.79,18.855,1817.445
29-07-2021,40010.825,40647.6025,39246.155,40024.26125,160861650.5,70.41696441,1201.010065,-800358837.8,25.508,4411.365,17.81,1821.25
30-07-2021,40025.23,42308.76875,38325.41625,42211.225,175340705.3,74.80248283,1598.847655,-625018132.6,,4395.195,18.96,
31-07-2021,42207.1925,42422.935,41029.71625,41460.99,137066895.2,70.91852636,1832.475481,-762085027.7,,,,
01/08/21,41461.295,42585.09125,39400.0325,39852.43625,160264593.8,63.3265602,1866.316635,-922349621.5,25.443,,,1813.935
02/08/21,39851.70875,40465.08,38689.27125,39144.2075,158801477.9,60.26697361,1815.064913,-1081151099,25.448,4397.005,18.815,1811.81
03/08/21,39145.12625,39775.43,37632.98,38203.0175,196223180.4,56.36971297,1679.145247,-1277374280,25.441,4407.95,18.6,1810.985
04/08/21,38201.88,39962.0875,37504.83125,39726.4475,171514468.5,60.78965825,1675.0471,-1105859811,25.264,4409.3,18.105,1807.89
05/08/21,39726.71,41355.37375,37312.1725,40865.6325,233261857.7,63.74715773,1743.622603,-872597953.6,24.7395,4418.975,17.51,1784.145
06/08/21,40866.4875,43373.73875,39861.32375,42841.35625,200214081.2,68.22370767,1935.087098,-672383872.4,,4432.79,16.81,
07/08/21,42842.52,44705.4,42425.1575,44578.0025,216268411.1,71.54927629,2201.578502,-456115461.3,,,,
08/08/21,44577.88125,45321.91875,43270.8925,43797.27875,211461905.2,68.09888509,2322.998892,-667577366.6,23.861,,,1745.32
09/08/21,43796.26,46459.1625,42778.645,46266.14375,204814125.5,72.59894927,2588.602402,-462763241.1,23.3825,4435.055,16.925,1728.85
10/08/21,46262.37625,46713.6775,44625.9225,45586.6175,183085713.8,69.6852726,2712.989355,-645848955,23.437,4436.265,16.81,1740.515
11/08/21,45584.06375,46745.4325,45343.04875,45524.28,193408181.4,69.41008432,2774.553471,-839257136.4,23.348,4444.935,16.44,1751.795
12/08/21,45522.08375,46210.455,43702.215,44410.8175,217855382.5,64.50930218,2702.345402,-1057112519,23.46,4453.45,15.955,1766.115
13-08-2021,44410.4125,47887.88375,44225.4275,47808.51625,202097101.1,71.19316105,2886.017666,-855015417.8,,4466.415,15.57,
14-08-2021,47809.16375,48149.8675,45983.72875,47071.51125,162592266.7,68.19312905,2938.238925,-1017607685,,,,
15-08-2021,47074.35125,47378.24375,45492.1,46985.15125,186602399.3,67.83264413,2938.779695,-1204210084,23.782,,,1782.95
16-08-2021,46979.85625,48046.0975,45645.3525,45896.85125,202221220.6,63.28931623,2818.897055,-1406431304,23.7405,4470.685,16.58,1786.445
17-08-2021,45896.28875,47165.2,44394.14875,44680.3375,247646065.5,58.56723055,2595.803894,-1654077370,23.588,4455.095,17.615,1786.665
18-08-2021,44677.385,46019.7675,44209.73375,44706.2925,225958354.7,58.63811789,2393.504479,-1428119015,23.371,4420.605,19.56,1783.45
19-08-2021,44707.5275,47058.3125,43928.13125,46764.8925,181323061.9,63.91321739,2371.950185,-1246795953,23.1205,4394.12,22.39,1780.45
20-08-2021,46766.91125,49394.56125,46632.97375,49326.22375,205653644,69.1799352,2532.354867,-1041142309,,4426.115,20.645,
21-08-2021,49326.69875,49779.9825,48209.37625,48822.87375,175102751.8,67.10719031,2589.01603,-1216245061,,,,
22-08-2021,48826.74625,49494.36625,48049.25,49245.8875,149564198.1,67.97556639,2637.648909,-1066680863,23.344,,,1793.335
23-08-2021,49239.7225,50521.58875,49014.48,49485.9975,205030169.5,68.48419301,2664.84699,-861650693.5,23.731,4464.91,17.995,1804.055
24-08-2021,49484.26875,49876.84125,47581.89625,47672.36375,157608188.5,60.64888499,2511.110064,-1019258882,23.8175,4485.315,17.085,1796.37
25-08-2021,47667.5475,49257.6575,47129.93875,48982.21625,139177428.7,63.86446228,2466.533925,-880081453.3,23.6875,4493.325,17.1,1791.225
26-08-2021,48981.08125,49345.24,46280,46835.74375,149766417.4,55.81549139,2232.272375,-1029847871,23.7855,4481.88,18.155,1804.48
27-08-2021,46834.74375,49158.705,46345.7525,49057.61,126404398.6,61.25846076,2200.538015,-903443472.1,,4491.74,17.175,
28-08-2021,49058.885,49288.0125,48351.8725,48895.79625,90013047.67,60.67227413,2137.689336,-993456519.7,,,,
29-08-2021,48897.8225,49794.71,47757.87375,48764.57375,103053763.6,60.16942644,2053.619894,-1096510283,,,,1818.135
30-08-2021,48762.58375,48873.7875,46841.6525,46980.3425,143968524.6,53.65771016,1822.018609,-1240478808,23.946,4521.28,16.485,1811.785
31-08-2021,46980.3425,48248.05375,46693.41625,47099.40125,121340640.8,54.01532742,1629.29843,-1119138167,24.017,4526.22,16.235,1814.06
01/09/21,47098.815,49130.68875,46507.55,48817.605,136602436.9,58.93988996,1596.80402,-982535730.3,24.014,4527.835,16.08,1811.515
02/09/21,48817.68375,50384.46125,48596.31625,49251.50125,150090903,60.10188654,1587.761046,-832444827.3,24.297,4535.71,16.335,1818.415
03/09/21,49250.755,51023.1325,48328.5475,50004.8825,224947787.7,62.10706801,1622.680741,-607497039.6,,4533.92,,
04/09/21,50004.225,50542.38375,49359.11875,49908.25875,98879836.17,61.67897567,1623.839511,-706376875.8,,,,
05/09/21,49909.00875,51887.74,49456.84125,51769.51125,115707326.6,66.47349424,1754.718068,-590669549.2,24.699,,,1825.695
06/09/21,51768.33,52804.8025,50982.1075,52668.3575,148930339.1,68.52176312,1908.964296,-441739210.1,24.483,,,1808.775
07/09/21,52667.39875,52923.67125,42661.72875,46862.34375,356463520.4,48.08592083,1544.90011,-798202730.5,24.1235,4526.235,17.545,1792.13
08/09/21,46865.40125,47338.82,44414.7625,46050.375,213018138.7,46.01890267,1177.286501,-1011220869,23.9875,4516.085,18.47,1791.765
09/09/21,46050.125,47393.97125,45506.9475,46391.88125,161752897.2,47.04982242,903.0964338,-849467972.1,23.884,4503.145,19.125,1790.745
10/09/21,46392.71,47033.1125,44131.02375,44849.5125,169740624.6,43.05081602,554.9454961,-1019208597,,4482.745,19.44,
11/09/21,44847.67875,45984.15,44728.755,45167.905,108131190.2,44.1069056,301.2523341,-911077406.5,,,,
12/09/21,45168.65375,46256.0825,44741.05,45930.4075,55194788.98,46.65833685,159.8872091,-855882617.5,23.745,,,1790.31
